Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes
R00734_M	L-tyrosine:2-oxoglutarate aminotransferase	M00026 + M00082 <=> M00025 + M01179		Bm5467		2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Isoquinoline alkaloid biosynthesis;Metabolic pathways;Novobiocin biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Tyrosine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis;	True	-1000.0	1000.0	0		2.6.1.1	
R00734_W	L-tyrosine:2-oxoglutarate aminotransferase	W00026 + W00082 <=> W00025 + W01179		AAW70594		2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Isoquinoline alkaloid biosynthesis;Metabolic pathways;Novobiocin biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Tyrosine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis;	True	-88.85376946992113	88.85376946992113	0		2.6.1.1	
R00742	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	C00002 + C00024 + C00288 <=> C00008 + C00009 + C00080 + C00083		Bm6243		Aflatoxin biosynthesis;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation pathways in prokaryotes;Carbon metabolism;Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Propanoate metabolism;Pyruvate metabolism;Tetracycline biosynthesis;	True	-463.1452306453679	463.1452306453679	0		6.4.1.2	
R00754	ethanol:NAD+ oxidoreductase	C00003 + C00469 <=> C00004 + C00080 + C00084		Bm4673;Bm4674;Bm4675		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;	True	-1000.0	1000.0	0		1.1.1.1	
R00756	ATP:D-fructose-6-phosphate 1-phosphotransferase	C00002 + C00085 --> C00008 + C00080 + C00354		Bm7088;Bm8557;Bm7089		Carbon metabolism;Methane metabolism;Microbial metabolism in diverse environments;	False	0.0	533.9845855709166	0		2.7.1.11	
R00762	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	C00001 + C00354 --> C00009 + C00085		Bm13850		Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;	False	0.0	315.1622893815897	0		3.1.3.11	
R00762_W	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	W00001 + W00354 --> W00009 + W00085		AAW70749		Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;	False	0.0	100.0	0		3.1.3.11	
R00768	L-glutamine:D-fructose-6-phosphate isomerase (deaminating);  L-glutamine:D-fructose-6-phosphate aminotransferase (hexose isomerizing)	C00064 + C00085 --> C00025 + C00352		Bm13825f		Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;	False	0.0	373.3540449955265	0		2.6.1.16	
R00768_W	L-glutamine:D-fructose-6-phosphate isomerase (deaminating);  L-glutamine:D-fructose-6-phosphate aminotransferase (hexose isomerizing)	W00064 + W00085 --> W00025 + W00352		AAW70814		Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;	False	0.0	46.72374896611608	0		2.6.1.16	
R00782	L-Cysteine hydrogen-sulfide-lyase (deaminating;  pyruvate-forming)	C00001 + C00097 --> C00014 + C00022 + C00283		Bm7629		Cysteine and methionine metabolism;Metabolic pathways;	False	0.0	264.013374023352	0		4.4.1.1	
R00829	succinyl-CoA:acetyl-CoA C-acyltransferase;  beta-ketoadipyl-CoA thiolase	C00024 + C00091 <-- C00010 + C02232		Bm1745		Benzoate degradation;Microbial metabolism in diverse environments;Phenylalanine metabolism;	False	-1000.0	0.0	0		2.3.1.16	
R00830_W	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)	W00037 + W00091 --> W00010 + W00011 + W00430		AAW70724		Glycine, serine and threonine metabolism;Metabolic pathways;Porphyrin and chlorophyll metabolism;	False	0.0	58.32448117821652	0		2.3.1.37	Unique to Wolbachia
R00833_M	R-methylmalonyl-CoA CoA-carbonylmutase	M01213 <=> M00091					True	-1000.0	1000.0	0			Helminth anaerobic metabolism; succinate to propanoate
R00842	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	C00003 + C00093 <=> C00004 + C00080 + C00111		Bm13970d		Glycerophospholipid metabolism;	True	-583.2554765167542	583.2554765167542	0		1.1.1.8/1.1.1.94	
R00842_M	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	M00003 + M00093 <=> M00004 + M00080 + M00111		Bm13970d		Glycerophospholipid metabolism;	True	-583.2554765167542	583.2554765167542	0		1.1.1.8/1.1.1.94	
R00842_W	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	W00003 + W00093 <=> W00004 + W00080 + W00111		AAW71185		Glycerophospholipid metabolism;	True	-28.28798762812059	28.28798762812059	0		1.1.1.8/1.1.1.94	
R00844_W	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase	W00006 + W00093 <=> W00005 + W00080 + W00111		AAW71185		Glycerophospholipid metabolism;	True	-28.28798762812059	28.28798762812059	0		1.1.1.94	Unique to Wolbachia
R00847	ATP:glycerol 3-phosphotransferase	C00002 + C00116 --> C00008 + C00080 + C00093		Bm2952d;Bm5353		Glycerolipid metabolism;Metabolic pathways;	False	0.0	612.261570917497	0		2.7.1.30	
R00848	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase	C00016 + C00093 <=> C00111 + C01352		Bm6013		Glycerophospholipid metabolism;	True	-207.2379992886151	207.2379992886151	0		1.1.5.3	
R00851	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	C00040 + C00093 --> C00010 + C00681				Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;	False	0.0	1000.0	0			
R00867	ATP:D-fructose 6-phosphotransferase	C00002 + C00095 --> C00008 + C05345		Bm10227;Bm3363;Bm12811		Fructose and mannose metabolism;Metabolic pathways;	False	0.0	785.9811983307218	0		2.7.1.1	
R00885	GTP:alpha-D-mannose-1-phosphate guanylyltransferase	C00044 + C00080 + C00636 <=> C00013 + C00096		Bm13831;Bm6614		Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites;Fructose and mannose metabolism;Metabolic pathways;	True	-400.3501519487031	400.3501519487031	0		2.7.7.13	
R00888	GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming);  GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)	C00096 --> C00001 + C01222		Bm2907b		Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism;Metabolic pathways;	False	0.0	544.7441742859784	0		4.2.1.47	
R00894	L-glutamate:L-cysteine gamma-ligase (ADP-forming)	C00002 + C00025 + C00097 --> C00008 + C00009 + C00080 + C00669		Bm3889c		Glutathione metabolism;Metabolic pathways;	False	0.0	233.4631518718843	0		6.3.2.2	
R00895	L-Cysteine:2-oxoglutarate aminotransferase	C00026 + C00097 <=> C00025 + C00957		Bm5467		Cysteine and methionine metabolism;Metabolic pathways;	True	-1000.0	1000.0	0		2.6.1.1	
R00895_W	L-Cysteine:2-oxoglutarate aminotransferase	W00026 + W00097 <=> W00025 + W00957		AAW70594		Cysteine and methionine metabolism;Metabolic pathways;	True	-88.85376946992113	88.85376946992113	0		2.6.1.1	
R00896	L-cysteine:2-oxoglutarate aminotransferase	C00026 + C00097 <=> C00302 + C00957		Bm5467		Cysteine and methionine metabolism;Metabolic pathways;	True	-1000.0	1000.0	0		2.6.1.1	
R00896_W	L-cysteine:2-oxoglutarate aminotransferase	W00026 + W00097 <=> W00302 + W00957		AAW70594		Cysteine and methionine metabolism;Metabolic pathways;	True	-88.85376946992113	88.85376946992113	0		2.6.1.1	
R00899	L-cysteinylglycine dipeptidase	C00001 + C01419 --> C00037 + C00097		Bm11567;Bm6230h;Bm2a;Bm7455b		Glutathione metabolism;Metabolic pathways;	False	0.0	331.8644035777745	0		3.4.11.1	
R00899_W	L-cysteinylglycine dipeptidase	W00001 + W01419 --> W00037 + W00097		AAW71218		Glutathione metabolism;Metabolic pathways;	False	0.0	52.73479720011506	0		3.4.11.1	
R00900	L-cysteine,glutathione:NADP+ oxidoreductase (disulfide-forming);  NADPH:CoA-glutathione oxidoreductase	C00006 + C00051 + C00097 <=> C00005 + C05526		Bm2025c		Cysteine and methionine metabolism;	True	-464.9568029213696	464.9568029213696	0		1.8.1.9	
R00900_W	L-cysteine,glutathione:NADP+ oxidoreductase (disulfide-forming);  NADPH:CoA-glutathione oxidoreductase	W00006 + W00051 + W00097 <=> W00005 + W05526		AAW71154		Cysteine and methionine metabolism;	True	-90.59526606449066	90.59526606449066	0		1.8.1.9	
R00924_M	propanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	M00016 + M00100 <=> M00894 + M01352		Bm2260;Bm6014		beta-Alanine metabolism;	True	-71.9289889995644	71.9289889995644	0		1.3.8.7	
R00926	Propionyladenylate:CoA propionyltransferase	C00010 + C05983 --> C00020 + C00100		Bm2623e		Metabolic pathways;Propanoate metabolism;	False	0.0	555.6808534680832	0		6.2.1.1	
R00927_M	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase;  2-methylacetoacetyl-CoA thiolase	M00024 + M00100 <=> M00010 + M03344		Bm1745		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Valine, leucine and isoleucine degradation;	True	-1000.0	1000.0	0		2.3.1.16	
R00935_M	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)	M00003 + M00010 + M06002 --> M00004 + M00011 + M00080 + M00100					False	0.0	1000.0	0			
R00936	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase	C00003 + C00101 <=> C00004 + C00080 + C00415		Bm2626		Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	True	-914.0459198674259	914.0459198674259	0		1.5.1.3	
R00936_W	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase	W00003 + W00101 <=> W00004 + W00080 + W00415				Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	True	-100.0	100.0	0		1.5.1.3	
R00937	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase	2.0 C00003 + C00101 <-- 2.0 C00004 + 2.0 C00080 + C00504		Bm2626		Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	False	-914.0459198674259	0.0	0		1.5.1.3	
R00937_W	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase	2.0 W00003 + W00101 <-- 2.0 W00004 + 2.0 W00080 + W00504				Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	False	-100.0	0.0	0		1.5.1.3	
R00939	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	C00006 + C00101 <=> C00005 + C00080 + C00415		Bm2626		Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	True	-914.0459198674259	914.0459198674259	0		1.5.1.3	
R00939_W	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	W00006 + W00101 <=> W00005 + W00080 + W00415				Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	True	-100.0	100.0	0		1.5.1.3	
R00940	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	2.0 C00006 + C00101 <-- 2.0 C00005 + 2.0 C00080 + C00504		Bm2626		Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	False	-914.0459198674259	0.0	0		1.5.1.3	
R00940_W	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	2.0 W00006 + W00101 <-- 2.0 W00005 + 2.0 W00080 + W00504				Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	False	-100.0	0.0	0		1.5.1.3	
R00942_M	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	M00002 + M00025 + M00101 --> M00008 + M00009 + M09332		Bm3566		Folate biosynthesis;	False	0.0	237.9348308284914	0		6.3.2.17	
R00945_M	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase	M00001 + M00037 + M00143 <=> M00065 + M00101		Bm13947		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cyanoamino acid metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;One carbon pool by folate;	True	-954.2158697147909	954.2158697147909	0		2.1.2.1	
R00945_W	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase	W00001 + W00037 + W00143 <=> W00065 + W00101		AAW70597		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cyanoamino acid metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;One carbon pool by folate;	True	-41.67942246742576	41.67942246742576	0		2.1.2.1	
R00959	alpha-D-Glucose 1-phosphate 1,6-phosphomutase	C00103 <=> C00668		Bm13746a;Bm6539		Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Galactose metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Starch and sucrose metabolism;	True	-260.902231069068	260.902231069068	0		5.4.2.2	
R00962	ITP:cytidine 5'-phosphotransferase	C00081 + C00475 --> C00055 + C00104		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R00963	uridine 5'-monophosphate phosphohydrolase	C00001 + C00105 --> C00009 + C00299		Bm12846;Bm6290;Bm7091		Pyrimidine metabolism;	False	0.0	867.2300373736033	0		3.1.3.5	
R00963_W	uridine 5'-monophosphate phosphohydrolase	W00001 + W00105 --> W00009 + W00299		AAW71137		Pyrimidine metabolism;	False	0.0	40.05260272291937	0		3.1.3.5	
R00964	ATP:uridine 5'-phosphotransferase	C00002 + C00299 --> C00008 + C00080 + C00105		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R00965	orotidine-5'-phosphate carboxy-lyase (UMP-forming)	C00080 + C01103 --> C00011 + C00105		Bm5636a		Metabolic pathways;Pyrimidine metabolism;	False	0.0	125.9252973802288	0		4.1.1.23	
R00965_W	orotidine-5'-phosphate carboxy-lyase (UMP-forming)	W00080 + W01103 --> W00011 + W00105		AAW71375		Metabolic pathways;Pyrimidine metabolism;	False	0.0	100.0	0		4.1.1.23	
R00966	UMP:diphosphate phospho-alpha-D-ribosyltransferase	C00013 + C00105 <-- C00106 + C00119		Bm2806;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	-707.5262615961901	0.0	0		2.4.2.9	
R00967	UTP:uridine 5'-phosphotransferase	C00075 + C00299 --> C00015 + C00105		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R00968	GTP:uridine 5'-phosphotransferase	C00044 + C00299 --> C00035 + C00105		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R00970	ITP:uridine 5'-phosphotransferase	C00081 + C00299 --> C00104 + C00105		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R00987	L-Kynurenine hydrolase	C00001 + C00328 --> C00041 + C00080 + C00108		Bm2226		Metabolic pathways;Tryptophan metabolism;	False	0.0	1000.0	0		3.7.1.3	
R00993	2-oxobutanoate:oxygen 2-oxidoreductase (phosphorylating)	C00007 + C00009 + C00109 --> C00001 + C00011 + C02876				C5-Branched dibasic acid metabolism;Propanoate metabolism;	False	0.0	1000.0	0			
R01000	2-Hydroxybutyrate:NAD+ oxidoreductase	C00003 + C05984 <=> C00004 + C00080 + C00109		Bm3339		Propanoate metabolism;	True	-681.2587138810879	681.2587138810879	0		1.1.1.27	
R01001	L-cystathionine cysteine-lyase (deaminating;  2-oxobutanoate-forming)	C00001 + C02291 --> C00014 + C00097 + C00109		Bm7629		Biosynthesis of amino acids;Biosynthesis of antibiotics;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Metabolic pathways;	False	0.0	264.013374023352	0		4.4.1.1	
R01009	GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase	C00096 + C00110 <=> C00035 + C03862		Bm6987		Metabolic pathways;N-Glycan biosynthesis;	True	-773.3185657261997	773.3185657261997	0		2.4.1.83	
R01011	ATP:glycerone phosphotransferase	C00002 + C00184 --> C00008 + C00080 + C00111		Bm6148		Carbon metabolism;Glycerolipid metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;	False	0.0	832.9373198284146	0		2.7.1.29	
R01015	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase	C00118 <=> C00111		Bm13880		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Carbon metabolism;Fructose and mannose metabolism;Glycolysis / Gluconeogenesis;Inositol phosphate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;	True	-219.4267715697251	219.4267715697251	0		5.3.1.1	
R01015_W	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase	W00118 <=> W00111		AAW70996		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Carbon metabolism;Fructose and mannose metabolism;Glycolysis / Gluconeogenesis;Inositol phosphate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;	True	-100.0	100.0	0		5.3.1.1	
R01021	ATP:choline phosphotransferase	C00002 + C00114 --> C00008 + C00080 + C00588				Glycerophospholipid metabolism;Metabolic pathways;	False	0.0	1000.0	0			
R01025_M	choline:acceptor 1-oxidoreductase	M00016 + M00114 <=> M00576 + M01352		Bm2560		Glycine, serine and threonine metabolism;	True	-731.7282099917398	731.7282099917398	0		1.1.99.1	
R01049	ATP:D-ribose-5-phosphate diphosphotransferase	C00002 + C00117 <=> C00020 + C00080 + C00119		Bm13849;Bm6186		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;Purine metabolism;	True	-971.1991527255437	971.1991527255437	0		2.7.6.1	
R01049_W	ATP:D-ribose-5-phosphate diphosphotransferase	W00002 + W00117 <=> W00020 + W00080 + W00119		AAW70695		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;Purine metabolism;	True	-47.48903876625153	47.48903876625153	0		2.7.6.1	
R01051	ATP:D-ribose 5-phosphotransferase	C00002 + C00121 --> C00008 + C00080 + C00117		Bm13993		Pentose phosphate pathway;	False	0.0	512.4830433050038	0		2.7.1.15	
R01056	D-ribose-5-phosphate aldose-ketose-isomerase	C00117 <=> C00199		Bm1732b		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;	True	-286.521578903612	286.521578903612	0		5.3.1.6	
R01056_W	D-ribose-5-phosphate aldose-ketose-isomerase	W00117 <=> W00199				Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;	True	-100.0	100.0	0		5.3.1.6	
R01057	D-Ribose 1,5-phosphomutase	C00620 <=> C00117		Bm13746a;Bm6539		Pentose phosphate pathway;Purine metabolism;	True	-260.902231069068	260.902231069068	0		5.4.2.2	
R01061	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)	C00003 + C00009 + C00118 <=> C00004 + C00080 + C00236		Bm4971;Bm5699a		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Carbon metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;	True	-611.9573168315042	611.9573168315042	0		1.2.1.12	
R01061_W	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)	W00003 + W00009 + W00118 <=> W00004 + W00080 + W00236				Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Carbon metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;	True	-100.0	100.0	0		1.2.1.12	
R01066	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)	C00673 <=> C00084 + C00118		Bm3223a		Pentose phosphate pathway;	True	-101.5238394109815	101.5238394109815	0		4.1.2.4	
R01067	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	C00085 + C00118 --> C00231 + C00279		Bm13736		Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;	False	0.0	624.4953822356349	0		2.2.1.1	
R01067_W	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	W00085 + W00118 --> W00231 + W00279		AAW71252		Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;	False	0.0	92.04631696987295	0		2.2.1.1	
R01068	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)	C00354 <=> C00111 + C00118		Bm3135;Bm5580		Carbon fixation in photosynthetic organisms;Carbon metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;	True	-677.4452295212587	677.4452295212587	0		4.1.2.13	
R01070	beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)	C05378 <=> C00111 + C00118		Bm3135;Bm5580		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;	True	-677.4452295212587	677.4452295212587	0		4.1.2.13	
R01072_W	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)	W00013 + W00025 + W03090 <-- W00001 + W00064 + W00119		AAW70844		Alanine, aspartate and glutamate metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	-100.0	0.0	0		2.4.2.14	Unique to Wolbachia
R01082_M	(S)-malate hydro-lyase (fumarate-forming)	M00149 <=> M00001 + M00122		Bm4644		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation pathways in prokaryotes;Carbon metabolism;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;	True	-941.8289975049017	941.8289975049017	0		4.2.1.2	
R01082_W	(S)-malate hydro-lyase (fumarate-forming)	W00149 <=> W00001 + W00122		AAW71092		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon fixation pathways in prokaryotes;Carbon metabolism;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;	True	-22.84640556581748	22.84640556581748	0		4.2.1.2	
R01083	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)	C03794 <=> C00020 + C00122		Bm13967		Alanine, aspartate and glutamate metabolism;Metabolic pathways;Purine metabolism;	True	-515.4536496036341	515.4536496036341	0		4.3.2.2	
R01083_W	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)	W03794 <=> W00020 + W00122		AAW71091		Alanine, aspartate and glutamate metabolism;Metabolic pathways;Purine metabolism;	True	-19.18911127287404	19.18911127287404	0		4.3.2.2	
R01090_M	L-Leucine:2-oxoglutarate aminotransferase	M00026 + M00123 <=> M00025 + M00233		Bm4739		2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glucosinolate biosynthesis;Metabolic pathways;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine degradation;	True	-417.2591304347826	417.2591304347826	0		2.6.1.42	
R01092	ATP:alpha-D-galactose 1-phosphotransferase	C00002 + C00984 --> C00008 + C00446		Bm13747d		Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites;Galactose metabolism;Metabolic pathways;	False	0.0	1000.0	0		2.7.1.6	
R01123	Isopentenyl-diphosphate delta3-delta2-isomerase	C00129 <=> C00235		Bm13665		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Terpenoid backbone biosynthesis;	True	-891.9526394654746	891.9526394654746	0		5.3.3.2	
R01126	inosine 5'-monophosphate phosphohydrolase	C00001 + C00130 --> C00009 + C00294		Bm12846;Bm6290;Bm7091		Metabolic pathways;Purine metabolism;	False	0.0	867.2300373736033	0		3.1.3.5	
R01126_W	inosine 5'-monophosphate phosphohydrolase	W00001 + W00130 --> W00009 + W00294		AAW71137		Metabolic pathways;Purine metabolism;	False	0.0	40.05260272291937	0		3.1.3.5	
R01127_W	IMP 1,2-hydrolase (decyclizing)	W00001 + W00130 <=> W04734		AAW70999		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	True	-23.17720380604597	23.17720380604597	0		2.1.2.3/3.5.4.10	Unique to Wolbachia
R01130	IMP:NAD+ oxidoreductase	C00001 + C00003 + C00130 --> C00004 + C00080 + C00655		Bm5924c		Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	0.0	625.5091397154529	0		1.1.1.205	
R01130_W	IMP:NAD+ oxidoreductase	W00001 + W00003 + W00130 --> W00004 + W00080 + W00655		AAW71115		Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	0.0	69.06595090047524	0		1.1.1.205	
R01132	IMP:diphosphate phospho-D-ribosyltransferase	C00013 + C00130 <-- C00119 + C00262		Bm7250		Metabolic pathways;Purine metabolism;	False	-568.2511155134084	0.0	0		2.4.2.8	
R01134	inosine-5'-phosphate:NADP+ oxidoreductase (aminating);  NADH:guanosine-5'-phosphate oxidoreductase (deaminating)	C00006 + C00014 + C00130 <-- C00005 + C00080 + C00144		Bm3759		Purine metabolism;	False	-686.68681944544	0.0	0		1.7.1.7	
R01135	IMP:L-aspartate ligase (GDP-forming)	C00044 + C00049 + C00130 --> C00009 + C00035 + C00080 + C03794		Bm13838		Alanine, aspartate and glutamate metabolism;Metabolic pathways;Purine metabolism;	False	0.0	598.7417739571194	0		6.3.4.4	
R01135_W	IMP:L-aspartate ligase (GDP-forming)	W00044 + W00049 + W00130 --> W00009 + W00035 + W00080 + W03794		AAW70862		Alanine, aspartate and glutamate metabolism;Metabolic pathways;Purine metabolism;	False	0.0	76.95216325132449	0		6.3.4.4	
R01137	ATP:dADP phosphotransferase	C00002 + C00206 <=> C00008 + C00131		Bm13781b;Bm6678		Metabolic pathways;Purine metabolism;	True	-312.9841748353344	312.9841748353344	0		2.7.4.6	
